sensor,a,b,intercept,treatment,timestamp
GM102B_mean,23.367626,-8.950724,-246.181148,min_monitor_20250404_000650,1743700010.7957065
GM302B_mean,24.614160,-8.823750,-121.210468,min_monitor_20250404_000650,1743700010.7957065
GM502B_mean,29.624535,-11.361526,-175.522239,min_monitor_20250404_000650,1743700010.7957065
GM702B_mean,6.810642,1.908847,100.047765,min_monitor_20250404_000650,1743700010.7957065
GM102B_mean,23.348820,-9.004859,-243.348011,min_monitor_20250404_001654,1743700614.2382703
GM302B_mean,24.591860,-8.887943,-117.850953,min_monitor_20250404_001654,1743700614.2382703
GM502B_mean,29.596961,-11.440904,-171.368033,min_monitor_20250404_001654,1743700614.2382703
GM702B_mean,6.808111,1.901561,100.429062,min_monitor_20250404_001654,1743700614.2382703
GM102B_mean,23.335063,-9.058305,-240.711533,min_monitor_20250404_002657,1743701217.4647326
GM302B_mean,24.575713,-8.950678,-114.756268,min_monitor_20250404_002657,1743701217.4647326
GM502B_mean,29.576803,-11.519216,-167.504930,min_monitor_20250404_002657,1743701217.4647326
GM702B_mean,6.806351,1.894725,100.766289,min_monitor_20250404_002657,1743701217.4647326
GM102B_mean,23.330911,-9.110481,-238.441117,min_monitor_20250404_003701,1743701821.1299343
GM302B_mean,24.570835,-9.011971,-112.089093,min_monitor_20250404_003701,1743701821.1299343
GM502B_mean,29.570718,-11.595692,-164.177069,min_monitor_20250404_003701,1743701821.1299343
GM702B_mean,6.805727,1.886877,101.107816,min_monitor_20250404_003701,1743701821.1299343
GM102B_mean,23.326721,-9.162491,-236.183497,min_monitor_20250404_004704,1743702424.2962186
GM302B_mean,24.565875,-9.073534,-109.416801,min_monitor_20250404_004704,1743702424.2962186
GM502B_mean,29.564534,-11.672442,-160.845520,min_monitor_20250404_004704,1743702424.2962186
GM702B_mean,6.805205,1.880406,101.388664,min_monitor_20250404_004704,1743702424.2962186
GM102B_mean,23.324125,-9.212764,-234.055512,min_monitor_20250404_005708,1743703028.4424024
GM302B_mean,24.562772,-9.133633,-106.872897,min_monitor_20250404_005708,1743703028.4424024
GM502B_mean,29.560638,-11.747900,-157.651535,min_monitor_20250404_005708,1743703028.4424024
GM702B_mean,6.804889,1.874276,101.648161,min_monitor_20250404_005708,1743703028.4424024
GM102B_mean,23.324891,-9.262632,-232.059290,min_monitor_20250404_010711,1743703631.6048565
GM302B_mean,24.563680,-9.192794,-104.504698,min_monitor_20250404_010711,1743703631.6048565
GM502B_mean,29.561783,-11.822485,-154.665894,min_monitor_20250404_010711,1743703631.6048565
GM702B_mean,6.804976,1.868622,101.874490,min_monitor_20250404_010711,1743703631.6048565
GM102B_mean,23.312079,-9.312158,-229.655807,min_monitor_20250404_011714,1743704234.860216
GM302B_mean,24.548548,-9.251284,-101.666135,min_monitor_20250404_011714,1743704234.860216
GM502B_mean,29.542675,-11.896344,-151.081488,min_monitor_20250404_011714,1743704234.860216
GM702B_mean,6.803336,1.862286,102.181967,min_monitor_20250404_011714,1743704234.860216
GM102B_mean,23.258335,-9.356057,-226.193722,min_monitor_20250404_012718,1743704838.116779
GM302B_mean,24.484897,-9.303277,-97.565785,min_monitor_20250404_012718,1743704838.116779
GM502B_mean,29.462756,-11.961624,-145.933215,min_monitor_20250404_012718,1743704838.116779
GM702B_mean,6.797351,1.857397,102.567546,min_monitor_20250404_012718,1743704838.116779
GM102B_mean,23.226569,-9.399707,-223.446088,min_monitor_20250404_013721,1743705441.6690166
GM302B_mean,24.446860,-9.355544,-94.275753,min_monitor_20250404_013721,1743705441.6690166
GM502B_mean,29.415167,-12.027017,-141.816946,min_monitor_20250404_013721,1743705441.6690166
GM702B_mean,6.794104,1.852935,102.848408,min_monitor_20250404_013721,1743705441.6690166
GM102B_mean,23.204614,-9.439294,-221.177798,min_monitor_20250404_014724,1743706044.9310348
GM302B_mean,24.418251,-9.407129,-91.319986,min_monitor_20250404_014724,1743706044.9310348
GM502B_mean,29.379251,-12.091779,-138.106226,min_monitor_20250404_014724,1743706044.9310348
GM702B_mean,6.791329,1.847932,103.135091,min_monitor_20250404_014724,1743706044.9310348
GM102B_mean,23.180105,-9.481161,-218.744422,min_monitor_20250404_015728,1743706648.5654736
GM302B_mean,24.388784,-9.457464,-88.394407,min_monitor_20250404_015728,1743706648.5654736
GM502B_mean,29.342330,-12.154846,-134.440567,min_monitor_20250404_015728,1743706648.5654736
GM702B_mean,6.788457,1.843026,103.420242,min_monitor_20250404_015728,1743706648.5654736
GM102B_mean,23.157268,-9.522569,-216.386516,min_monitor_20250404_020732,1743707252.100346
GM302B_mean,24.360992,-9.507858,-85.524834,min_monitor_20250404_020732,1743707252.100346
GM502B_mean,29.307791,-12.217473,-130.874421,min_monitor_20250404_020732,1743707252.100346
GM702B_mean,6.785820,1.838245,103.692491,min_monitor_20250404_020732,1743707252.100346
GM102B_mean,23.125775,-9.562166,-213.830651,min_monitor_20250404_021735,1743707855.629653
GM302B_mean,24.322824,-9.555848,-82.427224,min_monitor_20250404_021735,1743707855.629653
GM502B_mean,29.260040,-12.277511,-126.999131,min_monitor_20250404_021735,1743707855.629653
GM702B_mean,6.781779,1.833163,104.020486,min_monitor_20250404_021735,1743707855.629653
GM102B_mean,23.123153,-9.604254,-212.083609,min_monitor_20250404_022738,1743708458.9851177
GM302B_mean,24.319583,-9.607859,-80.268285,min_monitor_20250404_022738,1743708458.9851177
GM502B_mean,29.255971,-12.342837,-124.287491,min_monitor_20250404_022738,1743708458.9851177
GM702B_mean,6.781377,1.826715,104.288126,min_monitor_20250404_022738,1743708458.9851177
GM102B_mean,23.089115,-9.642692,-209.494568,min_monitor_20250404_023742,1743709062.239159
GM302B_mean,24.277802,-9.655040,-77.090317,min_monitor_20250404_023742,1743709062.239159
GM502B_mean,29.203787,-12.401765,-120.318309,min_monitor_20250404_023742,1743709062.239159
GM702B_mean,6.775762,1.820374,104.715232,min_monitor_20250404_023742,1743709062.239159
GM102B_mean,23.088021,-9.683660,-207.842232,min_monitor_20250404_024745,1743709665.7580454
GM302B_mean,24.276425,-9.706663,-75.008255,min_monitor_20250404_024745,1743709665.7580454
GM502B_mean,29.202068,-12.466198,-117.719581,min_monitor_20250404_024745,1743709665.7580454
GM702B_mean,6.775550,1.812422,105.035955,min_monitor_20250404_024745,1743709665.7580454
GM102B_mean,23.091933,-9.723535,-206.394168,min_monitor_20250404_025749,1743710269.3819916
GM302B_mean,24.281419,-9.757569,-73.159604,min_monitor_20250404_025749,1743710269.3819916
GM502B_mean,29.208300,-12.529721,-115.412759,min_monitor_20250404_025749,1743710269.3819916
GM702B_mean,6.776308,1.804693,105.316644,min_monitor_20250404_025749,1743710269.3819916
GM102B_mean,23.085427,-9.762324,-204.665230,min_monitor_20250404_030753,1743710873.0814724
GM302B_mean,24.273215,-9.806478,-70.979595,min_monitor_20250404_030753,1743710873.0814724
GM502B_mean,29.198039,-12.590900,-112.685865,min_monitor_20250404_030753,1743710873.0814724
GM702B_mean,6.774969,1.796713,105.672330,min_monitor_20250404_030753,1743710873.0814724
GM102B_mean,23.078635,-9.800095,-202.969186,min_monitor_20250404_031756,1743711476.4984033
GM302B_mean,24.264572,-9.854542,-68.821367,min_monitor_20250404_031756,1743711476.4984033
GM502B_mean,29.187309,-12.650564,-110.006722,min_monitor_20250404_031756,1743711476.4984033
GM702B_mean,6.773496,1.788522,106.040162,min_monitor_20250404_031756,1743711476.4984033
GM102B_mean,23.080306,-9.837324,-201.564171,min_monitor_20250404_032800,1743712080.7175505
GM302B_mean,24.266723,-9.902456,-67.013068,min_monitor_20250404_032800,1743712080.7175505
GM502B_mean,29.189995,-12.710401,-107.748454,min_monitor_20250404_032800,1743712080.7175505
GM702B_mean,6.773881,1.779953,106.363539,min_monitor_20250404_032800,1743712080.7175505
GM102B_mean,23.083073,-9.874391,-200.203630,min_monitor_20250404_033803,1743712683.4663186
GM302B_mean,24.270248,-9.949678,-65.279819,min_monitor_20250404_033803,1743712683.4663186
GM502B_mean,29.194403,-12.769448,-105.581194,min_monitor_20250404_033803,1743712683.4663186
GM702B_mean,6.774545,1.771061,106.689929,min_monitor_20250404_033803,1743712683.4663186
GM102B_mean,23.092656,-9.912043,-199.030309,min_monitor_20250404_034807,1743713287.5570788
GM302B_mean,24.282594,-9.998184,-63.768245,min_monitor_20250404_034807,1743713287.5570788
GM502B_mean,29.209955,-12.830552,-103.677025,min_monitor_20250404_034807,1743713287.5570788
GM702B_mean,6.777049,1.761224,106.996480,min_monitor_20250404_034807,1743713287.5570788
GM102B_mean,23.068408,-9.946730,-196.902209,min_monitor_20250404_035811,1743713891.3815763
GM302B_mean,24.251773,-10.042273,-61.063359,min_monitor_20250404_035811,1743713891.3815763
GM502B_mean,29.171429,-12.885664,-100.295841,min_monitor_20250404_035811,1743713891.3815763
GM702B_mean,6.770216,1.751450,107.596104,min_monitor_20250404_035811,1743713891.3815763
GM102B_mean,23.072056,-9.983981,-195.536907,min_monitor_20250404_040815,1743714495.5039823
GM302B_mean,24.256636,-10.091926,-59.243481,min_monitor_20250404_040815,1743714495.5039823
GM502B_mean,29.177484,-12.947492,-98.029751,min_monitor_20250404_040815,1743714495.5039823
GM702B_mean,6.771494,1.738401,108.074377,min_monitor_20250404_040815,1743714495.5039823
GM102B_mean,23.095738,-10.022787,-194.728636,min_monitor_20250404_041819,1743715099.0628474
GM302B_mean,24.289157,-10.145216,-58.133540,min_monitor_20250404_041819,1743715099.0628474
GM502B_mean,29.218012,-13.013902,-96.646528,min_monitor_20250404_041819,1743715099.0628474
GM702B_mean,6.782000,1.721186,108.432928,min_monitor_20250404_041819,1743715099.0628474
GM102B_mean,23.100556,-10.061406,-193.319975,min_monitor_20250404_042822,1743715702.7252922
GM302B_mean,24.295760,-10.198154,-56.202572,min_monitor_20250404_042822,1743715702.7252922
GM502B_mean,29.226223,-13.079733,-94.245289,min_monitor_20250404_042822,1743715702.7252922
GM702B_mean,6.784320,1.702580,109.111598,min_monitor_20250404_042822,1743715702.7252922
GM102B_mean,23.117507,-10.099644,-192.302291,min_monitor_20250404_043826,1743716306.5860236
GM302B_mean,24.319908,-10.252626,-54.752827,min_monitor_20250404_043826,1743716306.5860236
GM502B_mean,29.255935,-13.146755,-92.461529,min_monitor_20250404_043826,1743716306.5860236
GM702B_mean,6.794602,1.679388,109.728845,min_monitor_20250404_043826,1743716306.5860236
GM102B_mean,23.133041,-10.136594,-191.286263,min_monitor_20250404_044830,1743716910.8881483
GM302B_mean,24.342503,-10.306370,-53.275008,min_monitor_20250404_044830,1743716910.8881483
GM502B_mean,29.283813,-13.213066,-90.638171,min_monitor_20250404_044830,1743716910.8881483
GM702B_mean,6.804627,1.655543,110.384521,min_monitor_20250404_044830,1743716910.8881483
GM102B_mean,23.156542,-10.171661,-190.595968,min_monitor_20250404_045834,1743717514.8466897
GM302B_mean,24.378203,-10.359640,-52.226389,min_monitor_20250404_045834,1743717514.8466897
GM502B_mean,29.327811,-13.278718,-89.345810,min_monitor_20250404_045834,1743717514.8466897
GM702B_mean,6.823312,1.627662,110.933360,min_monitor_20250404_045834,1743717514.8466897
GM102B_mean,23.177107,-10.207128,-189.792811,min_monitor_20250404_050839,1743718119.0076413
GM302B_mean,24.409224,-10.413137,-51.014916,min_monitor_20250404_050839,1743718119.0076413
GM502B_mean,29.366204,-13.344931,-87.846386,min_monitor_20250404_050839,1743718119.0076413
GM702B_mean,6.840637,1.597782,111.609999,min_monitor_20250404_050839,1743718119.0076413
GM102B_mean,23.203352,-10.238369,-189.341645,min_monitor_20250404_051843,1743718723.0621262
GM302B_mean,24.452094,-10.464170,-50.277937,min_monitor_20250404_051843,1743718723.0621262
GM502B_mean,29.418731,-13.407458,-86.943409,min_monitor_20250404_051843,1743718723.0621262
GM702B_mean,6.867961,1.565256,112.079721,min_monitor_20250404_051843,1743718723.0621262
GM102B_mean,23.231098,-10.267853,-189.008578,min_monitor_20250404_052846,1743719326.6417382
GM302B_mean,24.498516,-10.513500,-49.720682,min_monitor_20250404_052846,1743719326.6417382
GM502B_mean,29.476292,-13.468625,-86.252435,min_monitor_20250404_052846,1743719326.6417382
GM702B_mean,6.901120,1.530020,112.477767,min_monitor_20250404_052846,1743719326.6417382
GM102B_mean,23.258311,-10.297095,-188.666465,min_monitor_20250404_053851,1743719931.444352
GM302B_mean,24.544416,-10.562821,-49.143654,min_monitor_20250404_053851,1743719931.444352
GM502B_mean,29.533253,-13.529831,-85.536357,min_monitor_20250404_053851,1743719931.444352
GM702B_mean,6.935843,1.492709,112.914286,min_monitor_20250404_053851,1743719931.444352
GM102B_mean,23.284942,-10.320685,-188.538310,min_monitor_20250404_054856,1743720536.0122054
GM302B_mean,24.595904,-10.608430,-48.895876,min_monitor_20250404_054856,1743720536.0122054
GM502B_mean,29.596233,-13.585620,-85.233276,min_monitor_20250404_054856,1743720536.0122054
GM702B_mean,6.982788,1.451124,113.140201,min_monitor_20250404_054856,1743720536.0122054
GM102B_mean,23.309742,-10.345159,-188.313451,min_monitor_20250404_055900,1743721140.6998668
GM302B_mean,24.643291,-10.655195,-48.466222,min_monitor_20250404_055900,1743721140.6998668
GM502B_mean,29.653595,-13.642229,-84.713182,min_monitor_20250404_055900,1743721140.6998668
GM702B_mean,7.025412,1.409060,113.526666,min_monitor_20250404_055900,1743721140.6998668
GM102B_mean,23.331401,-10.373795,-187.814494,min_monitor_20250404_060905,1743721745.0529425
GM302B_mean,24.680201,-10.703995,-47.615927,min_monitor_20250404_060905,1743721745.0529425
GM502B_mean,29.698917,-13.702150,-83.669099,min_monitor_20250404_060905,1743721745.0529425
GM702B_mean,7.055185,1.369697,114.212532,min_monitor_20250404_060905,1743721745.0529425
GM102B_mean,23.352842,-10.391969,-187.743034,min_monitor_20250404_061909,1743722349.26827
GM302B_mean,24.727546,-10.744125,-47.458132,min_monitor_20250404_061909,1743722349.26827
GM502B_mean,29.757657,-13.751939,-83.473327,min_monitor_20250404_061909,1743722349.26827
GM702B_mean,7.108490,1.324515,114.390191,min_monitor_20250404_061909,1743722349.26827
GM102B_mean,23.373648,-10.409093,-187.694595,min_monitor_20250404_062913,1743722953.9229648
GM302B_mean,24.775263,-10.783400,-47.347040,min_monitor_20250404_062913,1743722953.9229648
GM502B_mean,29.816327,-13.800229,-83.336734,min_monitor_20250404_062913,1743722953.9229648
GM702B_mean,7.165041,1.277969,114.521851,min_monitor_20250404_062913,1743722953.9229648
GM102B_mean,23.393831,-10.426125,-187.630010,min_monitor_20250404_063918,1743723558.5006883
GM302B_mean,24.822173,-10.822985,-47.196932,min_monitor_20250404_063918,1743723558.5006883
GM502B_mean,29.873763,-13.848696,-83.152944,min_monitor_20250404_063918,1743723558.5006883
GM702B_mean,7.220580,1.231102,114.699571,min_monitor_20250404_063918,1743723558.5006883
GM102B_mean,23.414504,-10.444082,-187.542584,min_monitor_20250404_064923,1743724163.3439782
GM302B_mean,24.868519,-10.863242,-47.000939,min_monitor_20250404_064923,1743724163.3439782
GM502B_mean,29.930173,-13.897696,-82.914388,min_monitor_20250404_064923,1743724163.3439782
GM702B_mean,7.273904,1.184784,114.925075,min_monitor_20250404_064923,1743724163.3439782
GM102B_mean,23.435278,-10.462258,-187.449399,min_monitor_20250404_065927,1743724767.9792502
GM302B_mean,24.913403,-10.902513,-46.799602,min_monitor_20250404_065927,1743724767.9792502
GM502B_mean,29.985738,-13.946312,-82.665144,min_monitor_20250404_065927,1743724767.9792502
GM702B_mean,7.326886,1.138427,115.162738,min_monitor_20250404_065927,1743724767.9792502
GM102B_mean,23.449704,-10.472201,-187.496167,min_monitor_20250404_070933,1743725373.3747723
GM302B_mean,24.959900,-10.934558,-46.950345,min_monitor_20250404_070933,1743725373.3747723
GM502B_mean,30.043103,-13.985847,-82.851123,min_monitor_20250404_070933,1743725373.3747723
GM702B_mean,7.399628,1.088294,114.926908,min_monitor_20250404_070933,1743725373.3747723
GM102B_mean,23.460202,-10.479187,-187.540391,min_monitor_20250404_071937,1743725977.9188724
GM302B_mean,25.005822,-10.965121,-47.143796,min_monitor_20250404_071937,1743725977.9188724
GM502B_mean,30.099333,-14.023271,-83.088000,min_monitor_20250404_071937,1743725977.9188724
GM702B_mean,7.474067,1.038753,114.613328,min_monitor_20250404_071937,1743725977.9188724
GM102B_mean,23.475124,-10.489821,-187.573535,min_monitor_20250404_072942,1743726582.667263
GM302B_mean,25.053554,-10.999136,-47.249816,min_monitor_20250404_072942,1743726582.667263
GM502B_mean,30.157590,-14.064786,-83.217395,min_monitor_20250404_072942,1743726582.667263
GM702B_mean,7.538331,0.992956,114.470587,min_monitor_20250404_072942,1743726582.667263
GM102B_mean,23.495266,-10.505825,-187.548945,min_monitor_20250404_073947,1743727187.5284395
GM302B_mean,25.102072,-11.037685,-47.190584,min_monitor_20250404_073947,1743727187.5284395
GM502B_mean,30.216405,-14.111515,-83.145594,min_monitor_20250404_073947,1743727187.5284395
GM702B_mean,7.591089,0.951039,114.534994,min_monitor_20250404_073947,1743727187.5284395
GM102B_mean,23.509305,-10.515812,-187.580397,min_monitor_20250404_074953,1743727793.1279645
GM302B_mean,25.150010,-11.071787,-47.297981,min_monitor_20250404_074953,1743727793.1279645
GM502B_mean,30.273740,-14.152303,-83.274044,min_monitor_20250404_074953,1743727793.1279645
GM702B_mean,7.650425,0.908828,114.402061,min_monitor_20250404_074953,1743727793.1279645
GM102B_mean,23.521562,-10.524439,-187.611558,min_monitor_20250404_075957,1743728397.7471716
GM302B_mean,25.197251,-11.105038,-47.418084,min_monitor_20250404_075957,1743728397.7471716
GM502B_mean,30.329014,-14.191207,-83.414568,min_monitor_20250404_075957,1743728397.7471716
GM702B_mean,7.708293,0.868098,114.254943,min_monitor_20250404_075957,1743728397.7471716
GM102B_mean,23.533182,-10.532561,-187.643336,min_monitor_20250404_081002,1743729002.576149
GM302B_mean,25.243003,-11.137017,-47.543203,min_monitor_20250404_081002,1743729002.576149
GM502B_mean,30.382871,-14.228851,-83.561852,min_monitor_20250404_081002,1743729002.576149
GM702B_mean,7.765575,0.828059,114.098289,min_monitor_20250404_081002,1743729002.576149
GM102B_mean,23.481561,-10.507200,-187.054947,min_monitor_20250404_082007,1743729607.350778
GM302B_mean,25.239300,-11.135198,-47.500997,min_monitor_20250404_082007,1743729607.350778
GM502B_mean,30.374891,-14.224931,-83.470897,min_monitor_20250404_082007,1743729607.350778
GM702B_mean,7.876222,0.773699,112.837122,min_monitor_20250404_082007,1743729607.350778
GM102B_mean,19.198955,-9.172214,-106.322759,min_monitor_20250408_094513,1744080313.924206
GM302B_mean,13.469689,-7.466342,174.370105,min_monitor_20250408_094513,1744080313.924206
GM502B_mean,16.821446,-10.000015,172.027578,min_monitor_20250408_094513,1744080313.924206
GM702B_mean,13.901645,-1.104562,-0.749234,min_monitor_20250408_094513,1744080313.924206
GM102B_mean,16.057734,-8.192931,-47.099897,min_monitor_20250408_095515,1744080915.1472752
GM302B_mean,5.722348,-5.051090,320.434228,min_monitor_20250408_095515,1744080915.1472752
GM502B_mean,8.016232,-7.254968,338.036275,min_monitor_20250408_095515,1744080915.1472752
GM702B_mean,17.747868,-2.303631,-73.263817,min_monitor_20250408_095515,1744080915.1472752
GM102B_mean,13.862265,-7.506507,-5.786102,min_monitor_20250408_100515,1744081515.9886634
GM302B_mean,0.491883,-3.415761,418.859810,min_monitor_20250408_100515,1744081515.9886634
GM502B_mean,2.160404,-5.424116,448.229789,min_monitor_20250408_100515,1744081515.9886634
GM702B_mean,20.454085,-3.149742,-124.188723,min_monitor_20250408_100515,1744081515.9886634
GM102B_mean,12.174748,-6.973180,25.712892,min_monitor_20250408_101516,1744082116.7480612
GM302B_mean,-3.258282,-2.230550,488.859948,min_monitor_20250408_101516,1744082116.7480612
GM502B_mean,-1.999227,-4.109496,525.872962,min_monitor_20250408_101516,1744082116.7480612
GM702B_mean,22.479220,-3.789771,-161.989659,min_monitor_20250408_101516,1744082116.7480612
GM102B_mean,10.830700,-6.543416,50.576899,min_monitor_20250408_102518,1744082718.2278037
GM302B_mean,-6.031974,-1.343651,540.171434,min_monitor_20250408_102518,1744082718.2278037
GM502B_mean,-5.055373,-3.132281,582.409666,min_monitor_20250408_102518,1744082718.2278037
GM702B_mean,24.012623,-4.280083,-190.356602,min_monitor_20250408_102518,1744082718.2278037
GM102B_mean,9.626684,-6.225898,75.884385,min_monitor_20250408_103519,1744083319.1163635
GM302B_mean,-8.356975,-0.730513,589.041153,min_monitor_20250408_103519,1744083319.1163635
GM502B_mean,-7.655688,-2.446539,637.066264,min_monitor_20250408_103519,1744083319.1163635
GM702B_mean,25.475621,-4.665898,-221.107695,min_monitor_20250408_103519,1744083319.1163635
GM102B_mean,8.542418,-5.947448,99.027343,min_monitor_20250408_104520,1744083920.1549675
GM302B_mean,-10.286717,-0.234936,630.230256,min_monitor_20250408_104520,1744083920.1549675
GM502B_mean,-9.836437,-1.886501,683.612949,min_monitor_20250408_104520,1744083920.1549675
GM702B_mean,26.635713,-4.963820,-245.869112,min_monitor_20250408_104520,1744083920.1549675
GM102B_mean,7.623869,-5.716512,118.870940,min_monitor_20250408_105521,1744084521.835546
GM302B_mean,-11.857761,0.160047,664.169850,min_monitor_20250408_105521,1744084521.835546
GM502B_mean,-11.575310,-1.449323,721.178203,min_monitor_20250408_105521,1744084521.835546
GM702B_mean,27.683650,-5.227287,-268.507925,min_monitor_20250408_105521,1744084521.835546
GM102B_mean,6.793878,-5.522291,137.460054,min_monitor_20250408_110524,1744085124.618353
GM302B_mean,-13.207442,0.475877,694.398340,min_monitor_20250408_110524,1744085124.618353
GM502B_mean,-13.035505,-1.107633,753.881821,min_monitor_20250408_110524,1744085124.618353
GM702B_mean,28.631373,-5.449058,-289.733853,min_monitor_20250408_110524,1744085124.618353
GM102B_mean,6.070451,-5.353989,153.715970,min_monitor_20250408_111526,1744085726.7837636
GM302B_mean,-14.338033,0.738903,719.803516,min_monitor_20250408_111526,1744085726.7837636
GM502B_mean,-14.230912,-0.829527,780.743469,min_monitor_20250408_111526,1744085726.7837636
GM702B_mean,29.456325,-5.640978,-308.271089,min_monitor_20250408_111526,1744085726.7837636
GM102B_mean,5.480582,-5.215746,166.934033,min_monitor_20250408_112528,1744086328.7224052
GM302B_mean,-15.255236,0.953862,740.356655,min_monitor_20250408_112528,1744086328.7224052
GM502B_mean,-15.180295,-0.607027,802.017700,min_monitor_20250408_112528,1744086328.7224052
GM702B_mean,30.173949,-5.809163,-324.351964,min_monitor_20250408_112528,1744086328.7224052
GM102B_mean,4.981679,-5.095314,177.963252,min_monitor_20250408_113531,1744086931.1885562
GM302B_mean,-16.011578,1.136437,757.077046,min_monitor_20250408_113531,1744086931.1885562
GM502B_mean,-15.947486,-0.421832,818.977937,min_monitor_20250408_113531,1744086931.1885562
GM702B_mean,30.794951,-5.959068,-338.080397,min_monitor_20250408_113531,1744086931.1885562
GM102B_mean,4.526855,-4.984644,187.987108,min_monitor_20250408_114533,1744087533.8970268
GM302B_mean,-16.669293,1.296477,771.572408,min_monitor_20250408_114533,1744087533.8970268
GM502B_mean,-16.608824,-0.260912,833.553151,min_monitor_20250408_114533,1744087533.8970268
GM702B_mean,31.349694,-6.094052,-350.306380,min_monitor_20250408_114533,1744087533.8970268
GM102B_mean,4.059863,-4.876733,198.554364,min_monitor_20250408_115538,1744088138.055822
GM302B_mean,-17.322667,1.447456,786.357173,min_monitor_20250408_115538,1744088138.055822
GM502B_mean,-17.270527,-0.108008,848.526389,min_monitor_20250408_115538,1744088138.055822
GM702B_mean,31.875497,-6.215553,-362.204430,min_monitor_20250408_115538,1744088138.055822
GM102B_mean,3.594752,-4.766793,208.976434,min_monitor_20250408_120543,1744088743.726805
GM302B_mean,-17.943344,1.594168,800.265121,min_monitor_20250408_120543,1744088743.726805
GM502B_mean,-17.889743,0.038359,862.401598,min_monitor_20250408_120543,1744088743.726805
GM702B_mean,32.341360,-6.325670,-372.643338,min_monitor_20250408_120543,1744088743.726805
GM102B_mean,3.183411,-4.670132,218.233411,min_monitor_20250408_121547,1744089347.058348
GM302B_mean,-18.490859,1.722828,812.586636,min_monitor_20250408_121547,1744089347.058348
GM502B_mean,-18.425027,0.164145,874.447851,min_monitor_20250408_121547,1744089347.058348
GM702B_mean,32.781155,-6.429017,-382.540671,min_monitor_20250408_121547,1744089347.058348
GM102B_mean,2.776922,-4.582812,227.762372,min_monitor_20250408_122549,1744089949.3450644
GM302B_mean,-19.025913,1.837765,825.129398,min_monitor_20250408_122549,1744089949.3450644
GM502B_mean,-18.940415,0.274858,886.529617,min_monitor_20250408_122549,1744089949.3450644
GM702B_mean,33.201317,-6.519275,-392.390140,min_monitor_20250408_122549,1744089949.3450644
GM102B_mean,2.360911,-4.497870,237.740736,with_homthai_20250408_123431,1744090471.3754134
GM302B_mean,-19.548094,1.944385,837.654343,with_homthai_20250408_123431,1744090471.3754134
GM502B_mean,-19.460443,0.381038,899.002909,with_homthai_20250408_123431,1744090471.3754134
GM702B_mean,33.607996,-6.602311,-402.144664,with_homthai_20250408_123431,1744090471.3754134
GM102B_mean,2.018498,-4.422998,245.748068,with_homthai_20250408_124433,1744091073.093021
GM302B_mean,-20.084307,2.061634,850.193690,with_homthai_20250408_124433,1744091073.093021
GM502B_mean,-20.099558,0.520788,913.948634,with_homthai_20250408_124433,1744091073.093021
GM702B_mean,33.940652,-6.675050,-409.923838,with_homthai_20250408_124433,1744091073.093021
GM102B_mean,1.771727,-4.366060,251.398226,with_homthai_20250408_125434,1744091674.7223988
GM302B_mean,-20.536223,2.165905,860.540958,with_homthai_20250408_125434,1744091674.7223988
GM502B_mean,-20.682317,0.655248,927.291724,with_homthai_20250408_125434,1744091674.7223988
GM702B_mean,34.240080,-6.744137,-416.779658,with_homthai_20250408_125434,1744091674.7223988
GM102B_mean,1.592972,-4.323218,255.427794,with_homthai_20250408_130437,1744092277.3803031
GM302B_mean,-20.893121,2.251444,868.586301,with_homthai_20250408_130437,1744092277.3803031
GM502B_mean,-21.144867,0.766109,937.718725,with_homthai_20250408_130437,1744092277.3803031
GM702B_mean,34.523127,-6.811976,-423.160225,with_homthai_20250408_130437,1744092277.3803031
GM102B_mean,1.447902,-4.287685,258.674476,with_homthai_20250408_131439,1744092879.223951
GM302B_mean,-21.208023,2.328575,875.633809,with_homthai_20250408_131439,1744092879.223951
GM502B_mean,-21.558738,0.867481,946.981148,with_homthai_20250408_131439,1744092879.223951
GM702B_mean,34.784323,-6.875953,-429.005809,with_homthai_20250408_131439,1744092879.223951
GM102B_mean,-3.853574,-8.862543,686.556565,with_homthai_20250408_131439,1744092879
GM302B_mean,37.881303,12.332563,-1435.262009,with_homthai_20250408_131439,1744092879
GM502B_mean,66.124755,14.880522,-2458.875331,with_homthai_20250408_131439,1744092879
GM702B_mean,22.792464,-4.687971,-198.428676,with_homthai_20250408_131439,1744092879
GM102B_mean,-11.760962,-8.958817,938.401752,with_homthai_20250408_133444,1744094084.241509
GM302B_mean,33.973346,12.284983,-1310.796090,with_homthai_20250408_133444,1744094084.241509
GM502B_mean,58.794034,14.791269,-2225.396619,with_homthai_20250408_133444,1744094084.241509
GM702B_mean,21.786639,-4.700217,-166.393786,with_homthai_20250408_133444,1744094084.241509
GM102B_mean,-13.172019,-8.613526,964.300591,with_homthai_20250408_134446,1744094686.0762963
GM302B_mean,32.721349,12.591351,-1287.816660,with_homthai_20250408_134446,1744094686.0762963
GM502B_mean,56.791147,15.281383,-2188.635189,with_homthai_20250408_134446,1744094686.0762963
GM702B_mean,22.015252,-4.756160,-170.589803,with_homthai_20250408_134446,1744094686.0762963
GM102B_mean,10.744039,-5.181265,38.358438,with_homthai_20250408_135448,1744095288.6458864
GM302B_mean,25.369165,11.536218,-1003.167031,with_homthai_20250408_135448,1744095288.6458864
