sensor,a,b,intercept,treatment,timestamp
GM502B_mean,14.063376,13.656655,-763.969744,with_homthai_20250409_032318,1744143798.685466
GM702B_mean,1.869511,-2.659248,352.766973,with_homthai_20250409_032318,1744143798.685466
GM102B_mean,1.622961,1.848569,-37.079277,with_homthai_20250409_033323,1744144403.3600028
GM302B_mean,14.432148,11.825697,-672.476460,with_homthai_20250409_033323,1744144403.3600028
GM502B_mean,14.082352,13.713929,-767.448499,with_homthai_20250409_033323,1744144403.3600028
GM702B_mean,1.873999,-2.645700,351.944095,with_homthai_20250409_033323,1744144403.3600028
GM102B_mean,1.631074,1.869492,-38.386224,with_homthai_20250409_034328,1744145008.0128884
GM302B_mean,14.454117,11.882357,-676.015682,with_homthai_20250409_034328,1744145008.0128884
GM502B_mean,14.104878,13.772025,-771.077426,with_homthai_20250409_034328,1744145008.0128884
GM702B_mean,1.879462,-2.631612,351.064050,with_homthai_20250409_034328,1744145008.0128884
GM102B_mean,1.639533,1.890569,-39.711762,with_homthai_20250409_035332,1744145612.7907343
GM302B_mean,14.476812,11.938903,-679.571888,with_homthai_20250409_035332,1744145612.7907343
GM502B_mean,14.128216,13.830174,-774.734459,with_homthai_20250409_035332,1744145612.7907343
GM702B_mean,1.885089,-2.617592,350.182353,with_homthai_20250409_035332,1744145612.7907343
GM102B_mean,1.650186,1.912078,-41.127069,with_homthai_20250409_040337,1744146217.1719458
GM302B_mean,14.505573,11.996975,-683.393027,with_homthai_20250409_040337,1744146217.1719458
GM502B_mean,14.157750,13.889806,-778.658209,with_homthai_20250409_040337,1744146217.1719458
GM702B_mean,1.892336,-2.602959,349.219496,with_homthai_20250409_040337,1744146217.1719458
GM102B_mean,1.663270,1.934354,-42.657452,with_homthai_20250409_041341,1744146821.0548468
GM302B_mean,14.540582,12.056577,-687.487874,with_homthai_20250409_041341,1744146821.0548468
GM502B_mean,14.193773,13.951136,-782.871757,with_homthai_20250409_041341,1744146821.0548468
GM702B_mean,1.901459,-2.587428,348.152470,with_homthai_20250409_041341,1744146821.0548468
GM102B_mean,1.680064,1.958108,-44.378958,with_homthai_20250409_042345,1744147425.9055777
GM302B_mean,14.584891,12.119248,-692.029787,with_homthai_20250409_042345,1744147425.9055777
GM502B_mean,14.239328,14.015568,-787.541372,with_homthai_20250409_042345,1744147425.9055777
GM702B_mean,1.913160,-2.570878,346.953061,with_homthai_20250409_042345,1744147425.9055777
GM102B_mean,1.698520,1.981483,-46.133418,with_homthai_20250409_043350,1744148030.908479
GM302B_mean,14.635425,12.183254,-696.833748,with_homthai_20250409_043350,1744148030.908479
GM502B_mean,14.291150,14.081206,-792.467774,with_homthai_20250409_043350,1744148030.908479
GM702B_mean,1.926361,-2.554157,345.698089,with_homthai_20250409_043350,1744148030.908479
GM102B_mean,1.717008,2.004875,-47.888635,with_homthai_20250409_044355,1744148635.4114082
GM302B_mean,14.685489,12.246597,-701.586832,with_homthai_20250409_044355,1744148635.4114082
GM502B_mean,14.342394,14.146040,-797.332800,with_homthai_20250409_044355,1744148635.4114082
GM702B_mean,1.940213,-2.536631,344.382955,with_homthai_20250409_044355,1744148635.4114082
GM102B_mean,1.736440,2.028396,-49.679752,with_homthai_20250409_045359,1744149239.8157282
GM302B_mean,14.738174,12.310367,-706.442805,with_homthai_20250409_045359,1744149239.8157282
GM502B_mean,14.396165,14.211127,-802.288990,with_homthai_20250409_045359,1744149239.8157282
GM702B_mean,1.954736,-2.519053,343.044408,with_homthai_20250409_045359,1744149239.8157282
GM102B_mean,1.758878,2.052982,-51.618094,with_homthai_20250409_050404,1744149844.1476722
GM302B_mean,14.798416,12.376379,-711.647060,with_homthai_20250409_050404,1744149844.1476722
GM502B_mean,14.457589,14.278433,-807.595278,with_homthai_20250409_050404,1744149844.1476722
GM702B_mean,1.971820,-2.500332,341.568510,with_homthai_20250409_050404,1744149844.1476722
GM102B_mean,1.784103,2.078826,-53.707526,with_homthai_20250409_051409,1744150449.128758
GM302B_mean,14.864645,12.444231,-717.132749,with_homthai_20250409_051409,1744150449.128758
GM502B_mean,14.524990,14.347487,-813.178124,with_homthai_20250409_051409,1744150449.128758
GM702B_mean,1.991445,-2.480226,339.943018,with_homthai_20250409_051409,1744150449.128758
GM102B_mean,1.810604,2.104820,-55.845320,with_homthai_20250409_052413,1744151053.844502
GM302B_mean,14.934417,12.512666,-722.761174,with_homthai_20250409_052413,1744151053.844502
GM502B_mean,14.596224,14.417355,-818.924406,with_homthai_20250409_052413,1744151053.844502
GM702B_mean,2.011383,-2.460671,338.334655,with_homthai_20250409_052413,1744151053.844502
GM102B_mean,1.838033,2.131458,-58.043857,with_homthai_20250409_053418,1744151658.7338445
GM302B_mean,15.004685,12.580910,-728.393473,with_homthai_20250409_053418,1744151658.7338445
GM502B_mean,14.668318,14.487372,-824.703081,with_homthai_20250409_053418,1744151658.7338445
GM702B_mean,2.032157,-2.440495,336.669527,with_homthai_20250409_053418,1744151658.7338445
GM102B_mean,1.864266,2.157508,-60.176053,with_homthai_20250409_054423,1744152263.420772
GM302B_mean,15.072081,12.647836,-733.871395,with_homthai_20250409_054423,1744152263.420772
GM502B_mean,14.737177,14.555751,-830.299905,with_homthai_20250409_054423,1744152263.420772
GM702B_mean,2.051511,-2.421276,335.096425,with_homthai_20250409_054423,1744152263.420772
GM102B_mean,1.895048,2.185302,-62.539863,with_homthai_20250409_055428,1744152868.7995677
GM302B_mean,15.149918,12.718119,-739.848670,with_homthai_20250409_055428,1744152868.7995677
GM502B_mean,14.816414,14.627298,-836.384713,with_homthai_20250409_055428,1744152868.7995677
GM702B_mean,2.073970,-2.400996,333.371740,with_homthai_20250409_055428,1744152868.7995677
GM102B_mean,1.924973,2.212673,-64.856415,with_homthai_20250409_060433,1744153473.7896025
GM302B_mean,15.225435,12.787187,-745.694460,with_homthai_20250409_060433,1744153473.7896025
GM502B_mean,14.893513,14.697813,-842.352955,with_homthai_20250409_060433,1744153473.7896025
GM702B_mean,2.095411,-2.381386,331.711936,with_homthai_20250409_060433,1744153473.7896025
GM102B_mean,1.958335,2.241346,-67.347597,with_homthai_20250409_061438,1744154078.7162952
GM302B_mean,15.308504,12.858583,-751.897351,with_homthai_20250409_061438,1744154078.7162952
GM502B_mean,14.978541,14.770892,-848.702123,with_homthai_20250409_061438,1744154078.7162952
GM702B_mean,2.117844,-2.362106,330.036900,with_homthai_20250409_061438,1744154078.7162952
GM102B_mean,1.990300,2.269831,-69.785511,with_homthai_20250409_062443,1744154683.7789962
GM302B_mean,15.386884,12.928430,-757.875398,with_homthai_20250409_062443,1744154683.7789962
GM502B_mean,15.058903,14.842506,-854.831303,with_homthai_20250409_062443,1744154683.7789962
GM702B_mean,2.138511,-2.343688,328.460607,with_homthai_20250409_062443,1744154683.7789962
GM102B_mean,2.023409,2.298828,-72.288914,with_homthai_20250409_063448,1744155288.6987462
GM302B_mean,15.467339,12.998892,-763.958607,with_homthai_20250409_063448,1744155288.6987462
GM502B_mean,15.141034,14.914436,-861.041283,with_homthai_20250409_063448,1744155288.6987462
GM702B_mean,2.158091,-2.326541,326.980156,with_homthai_20250409_063448,1744155288.6987462
GM102B_mean,2.056587,2.327634,-74.786607,with_homthai_20250409_064453,1744155893.1675117
GM302B_mean,15.548238,13.069131,-770.048784,with_homthai_20250409_064453,1744155893.1675117
GM502B_mean,15.223627,14.986146,-867.259028,with_homthai_20250409_064453,1744155893.1675117
GM702B_mean,2.176400,-2.310644,325.601856,with_homthai_20250409_064453,1744155893.1675117
GM102B_mean,2.088773,2.355906,-77.227546,with_homthai_20250409_065458,1744156498.2809584
GM302B_mean,15.626716,13.138064,-776.000442,with_homthai_20250409_065458,1744156498.2809584
GM502B_mean,15.303586,15.056380,-873.322955,with_homthai_20250409_065458,1744156498.2809584
GM702B_mean,2.192427,-2.296566,324.386334,with_homthai_20250409_065458,1744156498.2809584
GM102B_mean,2.121626,2.384601,-79.713229,with_homthai_20250409_070503,1744157103.1693225
GM302B_mean,15.705728,13.207078,-781.978579,with_homthai_20250409_070503,1744157103.1693225
GM502B_mean,15.383819,15.126460,-879.393450,with_homthai_20250409_070503,1744157103.1693225
GM702B_mean,2.205533,-2.285119,323.394770,with_homthai_20250409_070503,1744157103.1693225
GM102B_mean,2.153763,2.413456,-82.185383,with_homthai_20250409_071507,1744157707.9105625
GM302B_mean,15.781998,13.275559,-787.845673,with_homthai_20250409_071507,1744157707.9105625
GM502B_mean,15.460615,15.195414,-885.301092,with_homthai_20250409_071507,1744157707.9105625
GM702B_mean,2.216392,-2.275369,322.559435,with_homthai_20250409_071507,1744157707.9105625
GM102B_mean,2.188864,2.443220,-84.797911,with_homthai_20250409_072512,1744158312.8516002
GM302B_mean,15.865060,13.345991,-794.027922,with_homthai_20250409_072512,1744158312.8516002
GM502B_mean,15.544137,15.266236,-891.517547,with_homthai_20250409_072512,1744158312.8516002
GM702B_mean,2.226148,-2.267096,321.833276,with_homthai_20250409_072512,1744158312.8516002
GM102B_mean,2.221326,2.471367,-87.247239,with_homthai_20250409_073518,1744158918.3288624
GM302B_mean,15.943755,13.414225,-799.965579,with_homthai_20250409_073518,1744158918.3288624
GM502B_mean,15.623106,15.334707,-897.475876,with_homthai_20250409_073518,1744158918.3288624
GM702B_mean,2.233902,-2.260373,321.248222,with_homthai_20250409_073518,1744158918.3288624
GM102B_mean,2.254010,2.499270,-89.690392,with_homthai_20250409_074523,1744159523.8336158
GM302B_mean,16.023947,13.482686,-805.959983,with_homthai_20250409_074523,1744159523.8336158
GM502B_mean,15.703541,15.403375,-903.488392,with_homthai_20250409_074523,1744159523.8336158
GM702B_mean,2.241742,-2.253680,320.662209,with_homthai_20250409_074523,1744159523.8336158
GM102B_mean,2.282523,2.524905,-91.890449,with_homthai_20250409_075529,1744160129.1043527
GM302B_mean,16.095784,13.547273,-811.502873,with_homthai_20250409_075529,1744160129.1043527
GM502B_mean,15.775496,15.468068,-909.040366,with_homthai_20250409_075529,1744160129.1043527
GM702B_mean,2.247462,-2.248537,320.220819,with_homthai_20250409_075529,1744160129.1043527
GM102B_mean,2.309910,2.549542,-94.002877,with_homthai_20250409_080534,1744160734.3875282
GM302B_mean,16.166245,13.610660,-816.937744,with_homthai_20250409_080534,1744160734.3875282
GM502B_mean,15.845981,15.531477,-914.477177,with_homthai_20250409_080534,1744160734.3875282
GM702B_mean,2.253255,-2.243325,319.773973,with_homthai_20250409_080534,1744160734.3875282
GM102B_mean,2.336599,2.573562,-96.062558,with_homthai_20250409_081539,1744161339.441115
GM302B_mean,16.235261,13.672773,-822.263883,with_homthai_20250409_081539,1744161339.441115
GM502B_mean,15.915172,15.593748,-919.816819,with_homthai_20250409_081539,1744161339.441115
GM702B_mean,2.259162,-2.238010,319.318161,with_homthai_20250409_081539,1744161339.441115
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
GM102B_mean,41.438955,3.194120,-1538.044353,with_homthai_20250409_082545,1744161946
GM302B_mean,118.751296,23.771501,-4920.552099,with_homthai_20250409_082545,1744161946
GM502B_mean,118.725242,24.159005,-4971.548004,with_homthai_20250409_082545,1744161946
GM702B_mean,27.513309,6.011014,-904.940639,with_homthai_20250409_082545,1744161946
